E5,1.5,0
C5,0.166666666666667,1.5
C5,0.166666666666667,1.66666666666667
C5,0.166666666666667,1.83333333333333
C5,1.5,2
C5,0.166666666666667,3.5
C5,0.166666666666667,3.66666666666667
C5,0.166666666666667,3.83333333333333
C5,0.333333333333333,4
G4,0.333333333333333,4.33333333333333
F5,0.333333333333333,4.66666666666667
C6,0.333333333333333,5
F5,0.333333333333333,5.33333333333333
C5,0.333333333333333,5.66666666666667
G5,1.5,0
G4,0.166666666666667,1.5
G4,0.166666666666667,1.66666666666667
G4,0.166666666666667,1.83333333333333
G4,1.5,2
C6,1.5,0
E4,0.166666666666667,1.5
E4,0.166666666666667,1.66666666666667
E4,0.166666666666667,1.83333333333333
E4,1.5,2
G5,0.333333333333333,5
F5,0.333333333333333,6
C5,0.333333333333333,6.33333333333333
F5,0.333333333333333,6.66666666666667
C6,0.333333333333333,7
F5,0.333333333333333,7.33333333333333
C5,0.333333333333333,7.66666666666667
G5,0.333333333333333,7
C6,0.333333333333333,8
F5,0.333333333333333,8.33333333333333
C5,0.333333333333333,8.66666666666667
G5,0.333333333333333,8
C6,0.333333333333333,9
F5,0.333333333333333,9.33333333333333
C5,0.333333333333333,9.66666666666667
G5,0.333333333333333,9
C6,0.333333333333333,10
F5,0.333333333333333,10.3333333333333
C5,0.333333333333333,10.6666666666667
G5,0.333333333333333,10
F4,0.333333333333333,11
F4,0.333333333333333,11.3333333333333
F4,0.333333333333333,11.6666666666667
G4,0.333333333333333,11
G4,0.333333333333333,11.3333333333333
G4,0.333333333333333,11.6666666666667
C5,2,12
G3,2,12
C4,2,12
G5,2,14
G4,2,14
C5,2,14
F5,0.333333333333333,16
E5,0.333333333333333,16.3333333333333
D5,0.333333333333333,16.6666666666667
C5,0.333333333333333,16
A4,0.333333333333333,16
C6,2,17
G5,2,17
C5,2,17
E5,1,19
G5,1,19
C5,1,19
F5,0.333333333333333,20
E5,0.333333333333333,20.3333333333333
D5,0.333333333333333,20.6666666666667
C5,0.333333333333333,20
A4,0.333333333333333,20
C6,2,21
G5,2,21
C5,2,21
E5,1,23
G5,1,23
C5,1,23
F5,0.333333333333333,24
E5,0.333333333333333,24.3333333333333
F5,0.333333333333333,24.6666666666667
D5,0.333333333333333,24
A#4,0.333333333333333,24
D5,2,25
B4,2,25
G4,2,25
